stop_id,stop_name,stop_lat,stop_lon,zone_id
522,"FALPERRA V (CAPELA)",41.531605,-8.399738,1
523,"FALPERRA V (CAPELA)",41.531666,-8.399769,1
524,"FALPERRA VI (BOAVISTA)",41.532591,-8.396667,1
525,"FALPERRA VI (BOAVISTA)",41.532658,-8.396726,1
526,"BARRAL I",41.531428,-8.395554,1
527,"BARRAL I",41.531407,-8.395653,1
528,"CAPELA III",41.586912,-8.453898,2
529,"CAPELA III ",41.586892,-8.453836,2
530,"CAPELA II",41.588760,-8.450746,2
531,"CAPELA II",41.588721,-8.450714,2
532,"CAPELA I",41.590045,-8.446751,2
533,"CAPELA I",41.590076,-8.446834,2
534,"ENTRE CAMPOS II",41.591780,-8.441039,2
535,"ENTRE CAMPOS II",41.591829,-8.441007,2
536,"CARREGAL III",41.588238,-8.435562,2
537,"CARREGAL III",41.588290,-8.435549,2
538,"CARREGAL II",41.588480,-8.433990,2
539,"CARREGAL II",41.588441,-8.433931,2
540,"CARREGAL I (LIMITE 2/1)",41.588858,-8.430747,2
541,"CARREGAL I (LIMITE 1/2)",41.588905,-8.430729,1
542,"CIMA II",41.561884,-8.460379,2
543,"CIMA II",41.561846,-8.460459,2
544,"BAIXO I",41.563725,-8.462891,2
545,"BAIXO I",41.563677,-8.462945,2
546,"BAIXO II",41.564894,-8.465189,2
547,"BAIXO II ",41.564835,-8.465220,2
548,"DOZE SOBREIROS ",41.568741,-8.466735,2
549,"DOZE SOBREIROS ",41.568752,-8.466800,2
550,"PADRÃO",41.570410,-8.466129,2
551,"PADRÃO",41.570423,-8.466205,2
552,"FEITAL II",41.559542,-8.449467,1
553,"NOVA ARCADA",41.579036,-8.430817,1
554,"S VICENÇO",41.576189,-8.467314,2
555,"S VICENÇO",41.576180,-8.467443,2
556,"CAMINHO DE LAMAS",41.576797,-8.432111,1
557,"ESPADANIDO",41.539944,-8.409419,1
558,"CIMA I",41.560608,-8.446697,1
559,"S PEDRO (IGREJA)",41.561723,-8.370286,1
560,"SEARAS",41.565383,-8.372232,1
561,"SEARAS",41.565407,-8.372136,1
562,"AREIAS IV ",41.566999,-8.371871,1
563,"AREIAS IV",41.566994,-8.371785,1
564,"AREIAS III",41.568673,-8.370773,1
565,"AREIAS III",41.568681,-8.370849,1
566,"AREIAS II",41.569583,-8.370794,1
567,"AREIAS II ",41.569577,-8.370875,1
568,"ESTRADA S PEDRO II (ARCO)",41.554288,-8.381322,1
569,"ESTRADA S PEDRO II (ARCO)",41.554279,-8.381427,1
570,"ESTRADA S PEDRO I",41.558042,-8.381417,1
571,"ESTRADA S PEDRO I",41.558064,-8.381511,1
572,"OUTEIRO III ",41.561102,-8.378358,1
573,"OUTEIRO III ",41.561033,-8.378520,1
574,"OUTEIRO II ",41.561838,-8.376900,1
575,"OUTEIRO II ",41.561893,-8.376940,1
576,"OUTEIRO I",41.563296,-8.375618,1
577,"OUTEIRO I",41.563390,-8.375633,1
578,"IGREJA (ROSSINHAS)",41.562920,-8.373929,1
579,"IGREJA (ROSSINHAS)",41.563005,-8.373828,1
580,"CASA NOVA",41.565982,-8.471367,2
581,"CASA NOVA",41.566041,-8.471375,2
582,"DEVESA I (CEMITÉRIO)",41.586321,-8.462035,2
583,"DEVESA I (CEMITÉRIO)",41.586265,-8.461822,2
584,"DEVESA II",41.585760,-8.464823,2
585,"DEVESA II",41.585682,-8.464813,2
586,"CACHADA I",41.585853,-8.465433,2
587,"CACHADA II",41.585950,-8.466718,2
588,"BOUÇA I",41.585589,-8.470921,2
589,"BOUÇA I",41.585533,-8.470914,2
590,"BOUÇA II ",41.584141,-8.472824,2
591,"BOUÇA II",41.584140,-8.472709,2
592,"BOUÇA III",41.583011,-8.473806,2
593,"BOUÇA III",41.582938,-8.473780,2
594,"RUÃES",41.581507,-8.475170,2
595,"CIMA I",41.560556,-8.446783,1
596,"RUÃES (S MARTINHO TIBÃES-VERDES)",41.580040,-8.476050,2
597,"RUÃES (S MARTINHO TIBÃES-VERDES)",41.580094,-8.475968,2
598,"S MARTINHO TIBÃES (SOBRADO II)",41.577082,-8.476442,2
599,"S MARTINHO TIBÃES (SOBRADO II)",41.577075,-8.476368,2
600,"S MARTINHO TIBÃES (SOBRADO I)",41.574151,-8.476846,2
601,"S MARTINHO TIBÃES (SOBRADO I)",41.574705,-8.476661,2
602,"S MARTINHO TIBÃES (SENHORA DO Ó)",41.571652,-8.477155,2
603,"S MARTINHO TIBÃES (SENHORA DO Ó)",41.571853,-8.477061,2
604,"S MARTINHO TIBÃES (BARROSA)",41.567983,-8.477646,2
605,"S MARTINHO TIBÃES (BARROSA)",41.567976,-8.477565,2
606,"CASTELHANO",41.565425,-8.477378,2
607,"CASTELHANO",41.565498,-8.477207,2
608,"SEIXIDO (ASSENTO)",41.566850,-8.482119,2
609,"SEIXIDO (ASSENTO)",41.566793,-8.482146,2
610,"ASSENTO",41.567686,-8.485530,2
611,"ASSENTO ",41.567579,-8.485465,2
612,"VEIGA II",41.566595,-8.489681,2
613,"VEIGA II",41.566525,-8.489689,2
614,"SENHORA DA GRAÇA (CAPELA)",41.567189,-8.493102,2
615,"SENHORA DA GRAÇA (CAPELA)",41.567105,-8.493015,2
616,"CRUZINHA",41.566427,-8.495868,2
617,"CRUZINHA",41.566414,-8.495680,2
618,"PARADELA (SARRIDO BAIXO)",41.565009,-8.498903,2
619,"PARADELA (SARRIDO BAIXO)",41.564922,-8.499018,2
620,"SARRIDO",41.565067,-8.501523,2
621,"SARRIDO",41.565057,-8.501665,2
622,"S MARTINHO TIBÃES (CRUZAMENTO)",41.566015,-8.477805,2
623,"S MARTINHO TIBÃES (CRUZAMENTO)",41.566021,-8.477898,2
624,"MOSTEIRO I ",41.562824,-8.477471,2
625,"MOSTEIRO I",41.562826,-8.477366,2
626,"MOSTEIRO II ",41.560951,-8.477517,2
627,"MOSTEIRO II ",41.560950,-8.477433,2
628,"SENHOR SOCORRO II (P MOURÃO)",41.573112,-8.419767,1
629,"SENHOR SOCORRO II (P MOURÃO)",41.573151,-8.419842,1
630,"SENHOR SOCORRO III",41.574526,-8.418561,1
631,"SENHOR SOCORRO III",41.574416,-8.418481,1
632,"SENHOR SOCORRO IV (ORTIGUEIRA)",41.576402,-8.416120,1
633,"SENHOR SOCORRO IV (ORTIGUEIRA)",41.576481,-8.416119,1
634,"SENHOR SOCORRO V (LIMITE 1/2)",41.576952,-8.413035,1
635,"SENHOR SOCORRO V (LIMITE 2/1)",41.577034,-8.413060,2
636,"IMAC CONCEIÇÃO I (ALMINHAS)",41.578154,-8.409386,2
637,"IMAC CONCEIÇÃO I (ALMINHAS)",41.578175,-8.409467,2
638,"IMAC CONCEIÇÃO II (OUTEIRO)",41.579552,-8.408570,2
639,"IMAC CONCEIÇÃO II (OUTEIRO)",41.579587,-8.408660,2
640,"IMAC CONCEIÇÃO III ",41.580811,-8.406865,2
641,"IMAC CONCEIÇÃO III",41.580850,-8.406918,2
642,"IMAC CONCEIÇÃO IV (EIRA VELHA)",41.583258,-8.404761,2
643,"IMAC CONCEIÇÃO IV (EIRA VELHA)",41.583302,-8.404865,2
644,"IMAC CONCEIÇÃO V ",41.585957,-8.402150,2
645,"IMAC CONCEIÇÃO V",41.585952,-8.402433,2
646,"IMAC CONCEIÇÃO VI (JUNTA)",41.586860,-8.400003,2
647,"IMAC CONCEIÇÃO VI (JUNTA)",41.586951,-8.400033,2
648,"IMAC CONCEIÇÃO VII ",41.586960,-8.398404,2
649,"IMAC CONCEIÇÃO VII",41.587031,-8.398403,2
650,"IMAC CONCEIÇÃO VIII (PEGADA)",41.586134,-8.396290,2
651,"IMAC CONCEIÇÃO VIII (PEGADA)",41.586157,-8.396201,2
652,"IMAC CONCEIÇÃO IX (IGREJA)",41.585598,-8.394728,2
653,"IMAC CONCEIÇÃO IX (IGREJA)",41.585642,-8.394836,2
654,"IMAC CONCEIÇÃO X (RENDA)",41.586303,-8.392088,2
655,"IMAC CONCEIÇÃO X (RENDA)",41.586354,-8.392137,2
656,"IMAC CONCEIÇÃO XI ",41.588186,-8.388049,2
657,"IMAC CONCEIÇÃO XI",41.588198,-8.388157,2
658,"IMAC CONCEIÇÃO XII (ALDEIA RIO)",41.590852,-8.386962,2
659,"IMAC CONCEIÇÃO XII (ALDEIA RIO)",41.590897,-8.387014,2
660,"IMAC CONCEIÇÃO XIII (PENELA)",41.592572,-8.383562,2
661,"IMAC CONCEIÇÃO XIII (PENELA)",41.592633,-8.383586,2
662,"IMAC CONCEIÇÃO XIV ",41.593460,-8.380658,2
663,"IMAC CONCEIÇÃO XIV ",41.593522,-8.380690,2
664,"SOUTO I (BARRANHA)",41.594298,-8.379156,2
665,"SOUTO I (BARRANHA)",41.594340,-8.379254,2
666,"SOUTO II",41.596064,-8.376254,2
667,"SOUTO II",41.596153,-8.376222,2
669,"1º DE MAIO I",41.598811,-8.373341,2
670,"SANTA LUCRÉCIA II",41.599376,-8.378936,2
671,"SANTA LUCRÉCIA II",41.599325,-8.379015,2
672,"SANTA LUCRÉCIA III",41.600568,-8.380242,2
673,"SANTA LUCRÉCIA III",41.600558,-8.380334,2
674,"DOMINGOS SOARES I (ESCOLA)",41.603426,-8.381421,2
675,"DOMINGOS SOARES I (ESCOLA)",41.603406,-8.381508,2
676,"17 DE DEZEMBRO (CELEIRÓS)",41.514668,-8.455961,2
677,"REAL III",41.482406,-8.509100,2
678,"REAL II",41.480533,-8.510667,2
679,"SOUTO II",41.481503,-8.506400,2
680,"DOMINGOS SOARES V (NAVARRA)",41.609791,-8.385807,2
681,"MARGINAL IV",41.601831,-8.416031,2
682,"REAIS IV (MONTINHO)",41.601427,-8.367192,2
683,"MARGINAL V",41.603119,-8.408253,2
684,"ALBERTO SEPÚLVEDA II (IGREJA)",41.607344,-8.381029,2
685,"MARGINAL V",41.603125,-8.408356,2
686,"ALBERTO SEPÚLVEDA IV",41.607025,-8.371168,2
687,"REAIS I (PAÇO)",41.606448,-8.370520,2
688,"REAIS II",41.603646,-8.370299,2
689,"REAIS III",41.603040,-8.369062,2
690,"SENHOR PASSOS II (PADRÃO)",41.601938,-8.363419,2
691,"SENHOR PASSOS II (PADRÃO)",41.602003,-8.363497,2
692,"SENHOR PASSOS III",41.602348,-8.360379,2
693,"SENHOR PASSOS III",41.602403,-8.360442,2
694,"SENHOR PASSOS IV",41.603507,-8.358546,2
695,"SENHOR PASSOS IV",41.603548,-8.358615,2
696,"SENHOR PASSOS V (CRESPOS)",41.604848,-8.356937,2
697,"SENHOR PASSOS V (CRESPOS)",41.604886,-8.357011,2
698,"AVELIANA (VENDA NOVA)",41.604215,-8.354369,2
700,"PRINCIPAL I (TROBISCAL)",41.603694,-8.351816,2
702,"PRINCIPAL II (ESCOLA)",41.604320,-8.345762,2
704,"PRINCIPAL III (BOUÇA)",41.603700,-8.342628,2
706,"PRINCIPAL IV (PASSOS)",41.603575,-8.339732,2
708,"MATINHO",41.607051,-8.338023,2
710,"MATINHO (POUSADA)",41.608259,-8.335815,2
711,"SANTO ANDRÉ III (P INDUSTRIAL)",41.598414,-8.412481,2
713,"BALTAZAR A SIMÕES",41.599483,-8.414256,2
714,"MARCHANTE ",41.611865,-8.337572,2
715,"RABUÍDE (CRUZAMENTO)",41.613454,-8.336297,2
716,"GREGOSSA",41.615110,-8.340334,2
717,"PONTE DO PORTO",41.614901,-8.342214,2
718,"AVELIANA I",41.613107,-8.346167,2
719,"AVELIANA II ",41.610372,-8.349219,2
720,"AVELIANA III ",41.608017,-8.353711,2
722,"BALTAZAR A SIMÕES",41.599361,-8.414103,2
723,"BALBEIRA I ",41.591366,-8.387188,2
724,"BALBEIRA II",41.592402,-8.386814,2
725,"BALBEIRA III",41.593644,-8.386376,2
726,"BALBEIRA IV",41.594342,-8.387967,2
727,"BALBEIRA V ",41.593143,-8.388308,2
728,"BALBEIRA VI",41.592581,-8.389396,2
729,"15 DE AGOSTO",41.593785,-8.395387,2
730,"25 DE ABRIL I",41.594400,-8.398872,2
731,"25 DE ABRIL II",41.595224,-8.400760,2
732,"25 DE ABRIL III",41.597082,-8.400959,2
733,"25 DE ABRIL IV",41.598532,-8.401381,2
734,"25 DE ABRIL V ",41.600540,-8.402521,2
735,"PRESA I (MONTE OURO)",41.601291,-8.405574,2
736,"PRESA II",41.596525,-8.408789,2
737,"INDUSTRIA I (PRESA)",41.594042,-8.409368,2
738,"SANTO ANDRÉ III (P INDUSTRIAL)",41.598400,-8.412608,2
739,"GIESTAL III (OUTEIRAL)",41.591413,-8.407148,2
740,"GIESTAL III (OUTEIRAL)",41.591388,-8.407220,2
741,"GIESTAL II ",41.589771,-8.401665,2
742,"GIESTAL II ",41.589719,-8.401688,2
743,"GIESTAL I",41.587754,-8.398043,2
744,"GIESTAL I",41.587682,-8.398029,2
745,"INDUSTRIA II (ENT P INDUSTRIAL)",41.594573,-8.414701,2
746,"INDUSTRIA III (VALE)",41.597488,-8.418276,2
747,"INDUSTRIA III (VALE)",41.597572,-8.418178,2
748,"MOINHOS (CAPELA)",41.600443,-8.419528,2
749,"MOINHOS (CAPELA)",41.600431,-8.419673,2
750,"RIBEIRO (MOINHOS)",41.600711,-8.421507,2
751,"EIRA VEDRA IV ",41.600537,-8.423932,2
752,"EIRA VEDRA IV ",41.600515,-8.423862,2
753,"EIRA VEDRA III (CARVALHO)",41.598061,-8.426034,2
755,"EIRA VEDRA II (COUCINHEIRO)",41.597299,-8.427079,2
757,"CÁVADO X (SAGANHA)",41.595623,-8.428570,2
758,"CÁVADO X (SAGANHA)",41.595671,-8.428411,2
759,"CÁVADO IX ",41.592710,-8.428676,2
760,"CÁVADO IX ",41.592686,-8.428581,2
761,"CÁVADO VIII (LIMITE 2/1)",41.590228,-8.429480,2
762,"CÁVADO VIII (LIMITE 1/2)",41.590229,-8.429377,1
763,"CÁVADO VII ",41.586423,-8.429122,1
764,"CÁVADO VII",41.586378,-8.429212,1
765,"CÁVADO VI (MULA)",41.582425,-8.428232,1
766,"CÁVADO VI (MULA)",41.582404,-8.428078,1
767,"CÁVADO V",41.580204,-8.427309,1
768,"CÁVADO V",41.580283,-8.427146,1
769,"CÁVADO IV (INFANTÁRIO)",41.579188,-8.426835,1
770,"CÁVADO IV (INFANTÁRIO)",41.579207,-8.426731,1
771,"CÁVADO III ",41.577728,-8.426123,1
772,"CÁVADO III ",41.577786,-8.426055,1
773,"CÁVADO II (ESCOLA)",41.575663,-8.425034,1
774,"CÁVADO II (ESCOLA)",41.575722,-8.424917,1
775,"CÁVADO XI (SENHOR DO RIO)",41.599880,-8.428958,2
776,"CÁVADO XI (SENHOR DO RIO)",41.599992,-8.429080,2
777,"CÁVADO XII ",41.602131,-8.428743,2
778,"CÁVADO XII",41.602144,-8.428851,2
779,"CÁVADO XIII (PONTE DO BICO)",41.603568,-8.428378,2
780,"CÁVADO XIII (PONTE DO BICO)",41.603451,-8.428304,2
781,"MARGINAL I ",41.604139,-8.429300,2
782,"MARGINAL I ",41.604225,-8.429333,2
783,"MARGINAL II ",41.603617,-8.431689,2
784,"MARGINAL II ",41.603689,-8.431692,2
785,"MARGINAL III (QUINTA DOS INGLESES)",41.601930,-8.436436,2
786,"MARGINAL III (QUINTA DOS INGLESES)",41.602003,-8.436511,2
787,"PAÇO PALMEIRA (BRAC AUGUSTA)",41.596794,-8.433057,2
788,"PAÇO PALMEIRA (BRAC AUGUSTA)",41.596827,-8.432955,2
789,"PAÇO PALMEIRA (PINHAL)",41.598347,-8.434594,2
790,"PAÇO PALMEIRA (PINHAL)",41.598360,-8.434542,2
791,"PAÇO PALMEIRA (VERDASCA)",41.599589,-8.435801,2
792,"PAÇO PALMEIRA (VERDASCA)",41.599633,-8.435794,2
793,"PAÇO PALMEIRA (SECURITAS)",41.593093,-8.431545,2
794,"PAÇO PALMEIRA (SECURITAS)",41.593114,-8.431465,2
795,"EST BOM JESUS (LIMITE 1/2)",41.556933,-8.378238,1
796,"EST BOM JESUS (LIMITE 2/1)",41.556912,-8.378338,2
797,"EST BOM JESUS (CASTELOS)",41.557058,-8.376981,2
798,"EST BOM JESUS (CASTELOS)",41.557105,-8.377124,2
799,"RIO MAU II (ESTRADA ESPINHO)",41.548860,-8.369662,2
800,"RIO MAU II (ESTRADA ESPINHO)",41.548892,-8.369598,2
801,"RIO MAU IV (CRUZAMENTO)",41.546392,-8.364631,2
802,"S MARTINHO I (CACHADA)",41.548992,-8.364315,2
803,"S MARTINHO I (CACHADA)",41.549032,-8.364415,2
804,"S MARTINHO II",41.552768,-8.355877,2
805,"S MARTINHO II",41.552843,-8.355809,2
806,"IMAC CONCEIÇÃO I (CARREIRA TIRO)",41.554309,-8.352596,2
807,"IMAC CONCEIÇÃO I (CARREIRA TIRO)",41.554364,-8.352607,2
808,"IMAC CONCEIÇÃO II (SANDIM)",41.554117,-8.347583,2
809,"IMAC CONCEIÇÃO II (SANDIM)",41.554178,-8.347584,2
810,"IGREJA II",41.552899,-8.336510,2
811,"IGREJA IV (ESCOLA)",41.551796,-8.332604,2
812,"IGREJA IV (ESCOLA)",41.551716,-8.332513,2
813,"LAGEOSA I",41.552333,-8.329778,2
814,"LAGEOSA I",41.552389,-8.329774,2
815,"LAGEOSA II (FONTENÁRIO)",41.552284,-8.327262,2
816,"LAGEOSA II (FONTENÁRIO)",41.552302,-8.327157,2
817,"LAGEOSA III (MONTE)",41.550348,-8.325054,2
818,"LAGEOSA III (MONTE)",41.550378,-8.324916,2
819,"LAGEOSA IV",41.548289,-8.324853,2
820,"LAGEOSA IV",41.548279,-8.324779,2
821,"LAGEOSA V (PORTUGUEDIZ)",41.542208,-8.321327,2
822,"SANTO ANDRÉ I (P INDUSTRIAL)",41.594811,-8.414672,2
823,"REQUEIXO I (BATOCAS)",41.557168,-8.333651,2
824,"REQUEIXO I (BATOCAS)",41.557226,-8.333705,2
825,"REQUEIXO II",41.557333,-8.330298,2
826,"REQUEIXO II",41.557360,-8.330232,2
827,"RANHÓ I (FARMÁCIA)",41.556455,-8.327403,2
828,"RANHÓ I (FARMÁCIA)",41.556525,-8.327413,2
829,"RANHÓ II",41.557456,-8.324821,2
830,"RANHÓ II",41.557475,-8.324908,2
831,"RANHÓ III (IGREJA)",41.559617,-8.321239,2
832,"RANHÓ III (IGREJA)",41.559694,-8.321235,2
833,"ANTÓNIO MACHADO I",41.560530,-8.313279,2
834,"ANTÓNIO MACHADO I",41.560528,-8.313206,2
835,"CARVALHEIRAS II",41.558126,-8.312239,2
836,"ANTÓNIO MACHADO II",41.558634,-8.312781,2
837,"ANTÓNIO MACHADO II",41.558684,-8.312673,2
838,"REGADAS I (TANQUE)",41.558661,-8.309504,2
840,"REGADAS II (PALMEIRA)",41.558704,-8.305237,2
841,"RIO MAU III (ESTRADA ESPINHO)",41.546561,-8.367400,2
842,"ALVAR",41.557395,-8.298709,2
843,"RIO MAU III (ESTRADA ESPINHO)",41.546583,-8.367308,2
844,"MARCO ",41.559592,-8.297900,2
845,"BUSTELO I (CRUZAMENTO)",41.561834,-8.307815,2
846,"BUSTELO II",41.563850,-8.311180,2
848,"ESPIRITO SANTO I (RIBEIRO)",41.564393,-8.314072,2
849,"IGREJA I",41.563458,-8.319782,2
850,"IGREJA II (ESCOLA NOVA)",41.561362,-8.321807,2
851,"SOL I",41.521133,-8.451683,2
852,"SOL I",41.521124,-8.451599,2
853,"SOL II",41.520790,-8.453451,2
854,"SOL II",41.520719,-8.453402,2
855,"NOVA CELEIRÓS I (C FUTEBOL)",41.520478,-8.455290,2
856,"NOVA CELEIRÓS I (C FUTEBOL)",41.520490,-8.455372,2
857,"NOVA CELEIRÓS II",41.518759,-8.457208,2
858,"NOVA CELEIRÓS II",41.518690,-8.457222,2
859,"COMUNIDADES EMIGRANTES",41.517210,-8.457509,2
860,"COMUNIDADES EMIGRANTES",41.517180,-8.457402,2
861,"SANTA ANA I (DEVESA)",41.513302,-8.458177,2
862,"SANTA ANA I (DEVESA)",41.513328,-8.458308,2
863,"SANTA ANA II",41.512259,-8.459768,2
864,"SANTA ANA II",41.512233,-8.459713,2
865,"SANTA ANA III (SOUTO)",41.511476,-8.461323,2
866,"SANTA ANA III (SOUTO)",41.511434,-8.461262,2
867,"SANTA ANA IV",41.509607,-8.461721,2
868,"SANTA ANA IV",41.509609,-8.461650,2
869,"SANTA ANA V (IGREJA)",41.507337,-8.463102,2
870,"SANTA ANA V (IGREJA)",41.507297,-8.463070,2
871,"SANTA ANA VI",41.507076,-8.464948,2
872,"SANTA ANA VI",41.507027,-8.464930,2
873,"SANTA ANA VII",41.505191,-8.467744,2
874,"SANTA ANA VII",41.505141,-8.467727,2
875,"SANTA ANA VIII (REBOREDO)",41.505823,-8.470467,2
876,"SANTA ANA VIII (REBOREDO)",41.505771,-8.470499,2
877,"REBOREDO",41.506581,-8.473363,2
878,"REBOREDO",41.506589,-8.473466,2
879,"CALÇADA (MONTE)",41.508810,-8.472997,2
880,"CALÇADA (MONTE)",41.508778,-8.473050,2
881,"SOUTO DO EIDO",41.509048,-8.475157,2
882,"SOUTO DO EIDO",41.509005,-8.475072,2
883,"IGREJA I",41.509277,-8.477927,2
884,"IGREJA I",41.509229,-8.477916,2
885,"IGREJA II ",41.508283,-8.479390,2
886,"IGREJA II",41.508228,-8.479371,2
887,"S MARTINHO II (FRADELOS)",41.505203,-8.476839,2
888,"S MARTINHO II (FRADELOS)",41.505227,-8.476759,2
889,"LINHARES I ",41.502256,-8.474919,2
890,"LINHARES I ",41.502299,-8.474855,2
891,"LINHARES II (JUNTA PRISCOS) ",41.500330,-8.477268,2
892,"LINHARES II (JUNTA PRISCOS) ",41.500332,-8.477175,2
895,"LINHARES III (IGREJA)",41.498905,-8.476947,2
896,"LINHARES III (IGREJA)",41.498907,-8.476862,2
897,"LINHARES IV ",41.496488,-8.477185,2
898,"LINHARES IV ",41.496527,-8.477110,2
899,"LINHARES V (MARCO)",41.492876,-8.474234,2
900,"LINHARES V (MARCO)",41.492864,-8.474143,2
901,"LINHARES VII (CRUZAMENTO)",41.488124,-8.473930,2
902,"LINHARES VII (CRUZAMENTO)",41.488187,-8.473939,2
903,"OUTEIRO I",41.482638,-8.470307,2
904,"OUTEIRO I",41.482690,-8.470249,2
905,"OUTEIRO II",41.482785,-8.469418,2
906,"PONTE PEDRINHA",41.538833,-8.433178,1
907,"BARROS E SOARES IV",41.528731,-8.417980,1
908,"BARROS E SOARES IV",41.528751,-8.417881,1
909,"BARROS E SOARES V",41.526263,-8.418185,1
910,"BARROS E SOARES V",41.526246,-8.418094,1
911,"INDEPENDÊNCIA I",41.523962,-8.418777,1
912,"INDEPENDÊNCIA I",41.524131,-8.418599,1
913,"INDEPENDÊNCIA II (IGREJA)",41.520505,-8.419497,1
914,"INDEPENDÊNCIA II (IGREJA)",41.520219,-8.419756,1
915,"INDEPENDÊNCIA III (LIMITE 1/2)",41.517068,-8.420225,1
916,"INDEPENDÊNCIA III (LIMITE 2/1)",41.517173,-8.420113,2
917,"S TIAGO I ",41.514427,-8.420719,2
918,"S TIAGO I",41.514640,-8.420631,2
919,"GRANJAS I (CRUZAMENTO)",41.511868,-8.420302,2
920,"GRANJAS I (CRUZAMENTO)",41.511802,-8.420192,2
921,"GRANJAS II",41.510222,-8.420854,2
922,"GRANJAS II",41.510387,-8.420792,2
923,"GRANJAS III (RESSONDO)",41.508436,-8.422819,2
924,"GRANJAS III (RESSONDO)",41.508354,-8.422783,2
925,"GRANJAS IV",41.507700,-8.427087,2
926,"GRANJAS IV",41.507687,-8.426746,2
927,"ESPESSANDES I",41.507913,-8.429960,2
928,"ESPESSANDES I",41.507854,-8.430147,2
929,"PINHEIRO BICHO II",41.508705,-8.433827,2
930,"PINHEIRO BICHO II",41.508814,-8.433993,2
931,"PINHEIRO BICHO I (ALÉM RIO)",41.510697,-8.433885,2
932,"PINHEIRO BICHO I (ALÉM RIO)",41.510826,-8.433967,2
933,"VEIGA II",41.515860,-8.434024,2
934,"VEIGA II",41.515859,-8.434106,2
935,"VEIGA I (LIMITE 1/2)",41.518794,-8.434238,1
936,"VEIGA I (LIMITE 2/1)",41.518802,-8.434153,2
937,"BOUÇA II",41.521060,-8.433194,1
938,"BOUÇA II",41.521086,-8.433282,1
939,"BOUÇA I",41.524234,-8.430010,1
940,"BOUÇA I",41.524273,-8.430080,1
941,"JOSÉ A FERREIRA",41.530373,-8.426979,1
942,"JOSÉ A FERREIRA",41.530436,-8.427173,1
943,"ESTRADA I ",41.497828,-8.435072,2
944,"ESTRADA I ",41.497968,-8.435072,2
945,"ESTRADA II (POSTO MÉDICO)",41.494010,-8.433382,2
946,"ESTRADA II (POSTO MÉDICO)",41.494018,-8.433288,2
947,"ESTRADA III ",41.491253,-8.432426,2
948,"ESTRADA III ",41.491244,-8.432510,2
949,"REDONDÊLO (CORREIO)",41.486939,-8.429017,2
950,"REDONDÊLO (CORREIO)",41.486373,-8.428510,2
951,"S BENTINHO I (CRUZAMENTO)",41.482192,-8.425865,2
952,"S BENTINHO I (CRUZAMENTO)",41.482199,-8.425993,2
953,"S BENTINHO II (CARREIRO)",41.480855,-8.426468,2
954,"S BENTINHO II (CARREIRO)",41.480875,-8.426549,2
955,"ESCOLA (ESCUDEIROS)",41.478459,-8.429198,2
956,"GRANJA (ESCUDEIROS)",41.478476,-8.428924,2
957,"FERREIRA I (GRANJA)",41.475131,-8.432408,2
958,"FERREIRA II (QUEBRADAS)",41.478948,-8.434169,2
959,"PINHEIRO BICHO III (FIGUEIREDO)",41.505804,-8.434888,2
960,"PINHEIRO BICHO III (FIGUEIREDO)",41.505804,-8.434795,2
961,"PINHEIRO BICHO IV (LAMAS)",41.502437,-8.435200,2
962,"PINHEIRO BICHO IV (LAMAS)",41.502437,-8.435116,2
963,"IGREJA I (CASAL VILA)",41.500769,-8.439173,2
964,"IGREJA I (CASAL VILA)",41.500747,-8.439069,2
965,"PAÇO II",41.497806,-8.441022,2
966,"PAÇO II",41.497794,-8.440947,2
967,"S TIAGO II (CRUZAMENTO)",41.511627,-8.419659,2
968,"S TIAGO III",41.510812,-8.419351,2
969,"S TIAGO III ",41.510832,-8.419265,2
970,"SENHOR AFLITOS I (IGREJA)",41.508828,-8.417055,2
971,"SENHOR AFLITOS I (IGREJA)",41.508899,-8.417001,2
972,"SENHOR AFLITOS II",41.507597,-8.416479,2
973,"SENHOR AFLITOS III",41.506409,-8.416375,2
974,"SENHOR AFLITOS IV (CAPELA)",41.503133,-8.416944,2
975,"SENHOR AFLITOS IV (CAPELA)",41.503172,-8.416769,2
976,"ESTRADA (POÇA BÁCORA)",41.501655,-8.416276,2
977,"ESTRADA (POÇA BÁCORA)",41.501665,-8.416203,2
978,"PALÁCIO",41.498987,-8.414599,2
979,"PALÁCIO",41.498902,-8.414400,2
980,"S MIGUEL (CRUZAMENTO)",41.498351,-8.411805,2
981,"S MIGUEL I",41.496625,-8.410966,2
982,"S MIGUEL I",41.496670,-8.410920,2
983,"S MIGUEL II",41.496217,-8.406702,2
984,"S MIGUEL II",41.496277,-8.406694,2
985,"S MIGUEL III (IGREJA)",41.493996,-8.409236,2
986,"S MIGUEL III (IGREJA)",41.493996,-8.409156,2
987,"CABO VILA",41.491548,-8.411124,2
988,"CABO VILA",41.491546,-8.411024,2
989,"LEITÕES",41.489610,-8.412325,2
990,"LEITÕES",41.489566,-8.412273,2
991,"ESMONTADA I (CAMPOS)",41.487968,-8.416172,2
992,"ESMONTADA I (CAMPOS)",41.487958,-8.416085,2
993,"PONTE PEDRINHA",41.538886,-8.433069,1
995,"ESMONTADA II ",41.487142,-8.416991,2
996,"ESMONTADA II",41.487077,-8.416926,2
997,"CIDELO I (OUTEIRO)",41.486255,-8.419234,2
998,"CIDELO I (OUTEIRO)",41.486205,-8.419186,2
